fd,model,loss,window,lr,hp,test_rmse,test_rmse_std,nasa,val_rmse,n
FD004,lstm,asym,50,0.0,"hid96,layers3,p0.2",14.105,,924.6,15.382,1
FD004,gru,mse,30,0.0,"hid64,layers1,p0.2",14.108,,949.5,15.694,1
FD004,gru,asym,30,0.001,"hid64,layers2,p0.3",14.109,,922.5,15.81,1
FD004,lstm,mse,30,0.0,"hid128,layers2,p0.3",14.109,,898.9,16.049,1
FD004,cnnlstm,mse,50,0.0,"ch32,hid96,p0.2",14.121,,953.9,15.702,1
FD004,gru,asym,50,0.0,"hid96,layers2,p0.2",14.122,,950.4,15.415,1
FD004,lstm,mse,30,0.001,"hid96,layers1,p0.2",14.122,,894.2,15.592,1
FD004,gru,asym,30,0.0,"hid96,layers3,p0.2",14.127,,1009.6,16.077,1
FD004,tcn,mse,50,0.001,"ch32,levels6,p0.2",14.127,,1292.0,15.872,1
FD004,gru,mse,30,0.001,"hid128,layers1,p0.3",14.128,,1006.7,15.738,1
FD004,bilstm,asym,30,0.0,"hid96,layers2,p0.2",14.134,,874.4,15.735,1
FD004,bilstm,mse,30,0.001,"hid64,layers2,p0.2",14.136,,1034.9,15.547,1
FD004,gru,asym,30,0.0,"hid128,layers3,p0.2",14.136,,896.5,16.1,1
FD004,lstm,asym,30,0.0,"hid64,layers2,p0.2",14.155,,867.9,15.982,1
FD004,gru,mse,30,0.001,"hid128,layers2,p0.2",14.159,,1047.8,15.595,1
FD004,bilstm,mse,30,0.0,"hid64,layers2,p0.2",14.16,,1036.3,15.661,1
FD004,gru,asym,30,0.0,"hid64,layers2,p0.3",14.16,,973.1,16.104,1
FD004,lstm,asym,50,0.001,"hid64,layers2,p0.2",14.172,,978.3,15.66,1
FD004,cnnlstm,mse,30,0.0,"ch32,hid96,p0.2",14.176,,1046.1,16.075,1
FD004,lstm,asym,50,0.0,"hid64,layers3,p0.3",14.184,,876.7,16.124,1
FD004,bilstm,asym,30,0.0,"hid96,layers1,p0.2",14.188,,910.6,15.791,1
FD004,lstm,asym,30,0.001,"hid128,layers2,p0.3",14.19,,946.8,15.806,1
FD004,lstm,asym,30,0.001,"hid160,layers2,p0.2",14.19,,927.7,15.514,1
FD004,cnnlstm,asym,50,0.0,"ch64,hid96,p0.3",14.191,,821.9,16.616,1
FD004,bilstm,mse,30,0.0,"hid96,layers1,p0.3",14.196,,906.1,15.71,1
FD004,lstm,mse,30,0.001,"hid128,layers3,p0.2",14.196,,937.4,15.485,1
FD004,lstm,mse,30,0.0,"hid96,layers3,p0.2",14.197,,995.8,15.769,1
FD004,lstm,asym,30,0.001,"hid96,layers1,p0.2",14.203,,814.0,15.792,1
FD004,cnnlstm,mse,30,0.001,"ch32,hid64,p0.3",14.204,,911.8,15.886,1
FD004,gru,asym,30,0.0,"hid96,layers1,p0.3",14.207,,1039.0,16.079,1
FD004,gru,mse,30,0.001,"hid96,layers2,p0.2",14.207,,983.0,15.687,1
FD004,lstm,mse,30,0.0,"hid160,layers2,p0.2",14.208,,920.2,15.865,1
FD004,lstm,mse,30,0.0,"hid128,layers1,p0.3",14.211,,1004.7,15.962,1
FD004,tcn,asym,50,0.0,"ch96,levels5,p0.1",14.211,,944.6,16.076,1
FD004,bilstm,mse,30,0.001,"hid96,layers2,p0.3",14.213,,1215.9,15.515,1
FD004,bilstm,asym,30,0.001,"hid64,layers1,p0.2",14.214,,873.6,15.666,1
FD004,gru,mse,30,0.0,"hid96,layers2,p0.3",14.217,,1062.2,15.722,1
FD004,tcn,asym,50,0.0,"ch96,levels5,p0.2",14.223,,1014.9,16.131,1
FD004,tcn,mse,50,0.001,"ch64,levels4,p0.1",14.23,,999.1,16.451,1
FD004,cnnlstm,mse,50,0.0,"ch32,hid128,p0.3",14.235,,923.5,15.872,1
FD004,gru,mse,50,0.001,"hid64,layers1,p0.2",14.239,,1036.8,15.959,1
FD004,gru,asym,30,0.001,"hid128,layers2,p0.3",14.241,,896.7,16.172,1
FD004,tcn,mse,50,0.0,"ch32,levels6,p0.2",14.249,,1131.7,16.377,1
FD004,lstm,mse,30,0.001,"hid160,layers1,p0.2",14.251,,947.1,15.512,1
FD004,gru,asym,30,0.001,"hid96,layers3,p0.3",14.262,,1055.8,16.377,1
FD004,lstm,mse,30,0.0,"hid64,layers3,p0.2",14.264,,1061.3,15.917,1
FD004,bilstm,asym,30,0.001,"hid64,layers2,p0.3",14.266,,975.4,15.757,1
FD004,tcn,asym,50,0.0,"ch64,levels6,p0.2",14.266,,1186.0,16.264,1
FD004,tcn,mse,50,0.001,"ch96,levels6,p0.1",14.268,,878.5,15.765,1
FD004,lstm,asym,30,0.0,"hid96,layers1,p0.3",14.273,,803.4,16.036,1
FD004,lstm,mse,30,0.0,"hid96,layers1,p0.2",14.276,,1027.6,15.621,1
FD004,lstm,asym,30,0.001,"hid64,layers2,p0.3",14.281,,982.6,15.957,1
FD004,tcn,asym,50,0.0,"ch96,levels6,p0.2",14.283,,966.9,16.041,1
FD004,lstm,mse,50,0.0,"hid160,layers3,p0.2",14.292,,1131.5,15.293,1
FD004,lstm,mse,30,0.0,"hid96,layers2,p0.3",14.293,,830.1,15.624,1
FD004,lstm,mse,30,0.001,"hid128,layers1,p0.2",14.295,,983.0,15.64,1
FD004,lstm,asym,30,0.001,"hid160,layers1,p0.3",14.299,,916.5,15.672,1
FD004,lstm,asym,50,0.001,"hid64,layers3,p0.2",14.304,,924.4,15.806,1
FD004,bilstm,asym,30,0.001,"hid128,layers1,p0.2",14.31,,1146.0,15.676,1
FD004,gru,mse,30,0.001,"hid64,layers3,p0.2",14.317,,1239.2,15.716,1
FD004,lstm,asym,30,0.001,"hid64,layers3,p0.2",14.325,,871.3,15.908,1
FD004,gru,asym,30,0.001,"hid96,layers2,p0.3",14.332,,992.5,16.295,1
FD004,lstm,asym,30,0.0,"hid96,layers1,p0.2",14.334,,1015.1,15.934,1
FD004,lstm,asym,30,0.0,"hid160,layers1,p0.3",14.339,,848.1,15.85,1
FD004,lstm,asym,30,0.0,"hid128,layers1,p0.3",14.347,,863.0,16.034,1
FD004,lstm,asym,30,0.001,"hid96,layers3,p0.2",14.347,,1021.0,16.326,1
FD004,lstm,mse,30,0.001,"hid64,layers2,p0.2",14.353,,925.1,16.035,1
FD004,lstm,mse,30,0.0,"hid128,layers3,p0.2",14.354,,924.2,15.711,1
FD004,gru,mse,30,0.001,"hid64,layers2,p0.2",14.357,,1036.0,15.606,1
FD004,cnnlstm,mse,50,0.0,"ch64,hid128,p0.3",14.366,,892.0,15.981,1
FD004,tcn,asym,50,0.001,"ch64,levels4,p0.1",14.373,,1066.9,16.093,1
FD004,lstm,asym,30,0.001,"hid160,layers2,p0.3",14.381,,1005.1,15.914,1
FD004,gru,asym,30,0.001,"hid96,layers2,p0.2",14.383,,1108.3,16.066,1
FD004,gru,asym,30,0.0,"hid64,layers3,p0.2",14.388,,964.7,16.269,1
FD004,tcn,mse,50,0.001,"ch64,levels5,p0.2",14.39,,1239.9,15.957,1
FD004,tcn,mse,50,0.0,"ch64,levels5,p0.2",14.393,,1230.0,16.623,1
FD004,cnnlstm,mse,30,0.0,"ch64,hid128,p0.3",14.395,,1042.7,16.178,1
FD004,gru,asym,30,0.0,"hid64,layers1,p0.3",14.395,,964.9,16.23,1
FD004,gru,mse,30,0.0,"hid96,layers3,p0.3",14.402,,1119.5,16.038,1
FD004,lstm,asym,30,0.001,"hid96,layers2,p0.2",14.402,,962.2,15.374,1
FD004,tcn,mse,50,0.0,"ch64,levels6,p0.1",14.403,,1187.8,16.133,1
FD004,tcn,asym,50,0.001,"ch32,levels4,p0.1",14.406,,940.3,15.768,1
FD004,bilstm,mse,30,0.001,"hid96,layers1,p0.3",14.41,,1038.1,15.672,1
FD004,lstm,asym,30,0.001,"hid96,layers3,p0.3",14.411,,910.9,15.709,1
FD004,gru,mse,50,0.001,"hid96,layers1,p0.2",14.414,,1143.7,15.416,1
FD004,gru,mse,50,0.0,"hid128,layers1,p0.3",14.417,,979.9,15.856,1
FD004,bilstm,mse,30,0.0,"hid128,layers1,p0.2",14.425,,957.0,15.801,1
FD004,lstm,asym,30,0.0,"hid64,layers3,p0.3",14.427,,919.0,16.189,1
FD004,gru,asym,30,0.001,"hid64,layers1,p0.2",14.429,,882.2,15.882,1
FD004,bilstm,mse,30,0.001,"hid64,layers1,p0.3",14.434,,1081.0,15.847,1
FD004,lstm,asym,30,0.0,"hid160,layers3,p0.2",14.434,,957.4,15.881,1
FD004,bilstm,asym,30,0.0,"hid128,layers1,p0.3",14.435,,999.7,16.025,1
FD004,lstm,asym,30,0.0,"hid96,layers2,p0.3",14.441,,880.4,16.27,1
FD004,bilstm,asym,30,0.0,"hid64,layers2,p0.3",14.446,,923.7,15.956,1
FD004,cnnlstm,mse,50,0.001,"ch32,hid128,p0.2",14.451,,1005.2,15.685,1
FD004,tcn,asym,50,0.0,"ch64,levels6,p0.1",14.452,,1080.4,16.244,1
FD004,lstm,asym,30,0.0,"hid128,layers2,p0.3",14.455,,916.6,16.252,1
FD004,cnnlstm,asym,30,0.0,"ch32,hid96,p0.3",14.456,,947.0,16.032,1
FD004,lstm,asym,30,0.001,"hid128,layers3,p0.3",14.458,,1059.5,15.83,1
FD004,lstm,mse,30,0.001,"hid64,layers2,p0.3",14.459,,949.7,15.827,1
FD004,lstm,asym,30,0.0,"hid128,layers3,p0.2",14.46,,982.7,16.064,1
FD004,cnnlstm,asym,30,0.001,"ch32,hid96,p0.3",14.463,,976.6,15.583,1
FD004,gru,mse,30,0.0,"hid96,layers2,p0.2",14.466,,1222.5,15.84,1
FD004,lstm,asym,30,0.001,"hid160,layers1,p0.2",14.469,,969.1,15.703,1
FD004,bilstm,asym,30,0.001,"hid128,layers1,p0.3",14.477,,835.4,16.007,1
FD004,lstm,asym,30,0.0,"hid96,layers2,p0.2",14.482,,941.8,15.878,1
FD004,cnnlstm,asym,50,0.001,"ch32,hid128,p0.3",14.489,,829.0,15.878,1
FD004,lstm,mse,30,0.001,"hid96,layers2,p0.2",14.496,,862.3,15.771,1
FD004,tcn,asym,50,0.0,"ch32,levels6,p0.1",14.501,,1107.9,16.048,1
FD004,lstm,asym,50,0.001,"hid64,layers3,p0.3",14.507,,990.1,15.784,1
FD004,lstm,mse,30,0.0,"hid64,layers1,p0.3",14.51,,1046.6,15.641,1
FD004,lstm,asym,30,0.001,"hid64,layers2,p0.2",14.516,,1126.3,15.519,1
FD004,cnnlstm,asym,50,0.001,"ch32,hid128,p0.2",14.525,,844.5,15.849,1
FD004,gru,asym,30,0.0,"hid128,layers2,p0.3",14.526,,944.9,16.312,1
FD004,lstm,mse,50,0.0,"hid64,layers3,p0.2",14.527,,893.7,15.784,1
FD004,lstm,mse,30,0.001,"hid128,layers2,p0.2",14.529,,1017.8,15.755,1
FD004,bilstm,mse,30,0.0,"hid96,layers2,p0.2",14.531,,1138.1,15.495,1
FD004,lstm,asym,30,0.001,"hid96,layers2,p0.3",14.539,,910.1,15.651,1
FD004,tcn,mse,50,0.0,"ch32,levels4,p0.1",14.546,,1176.0,15.693,1
FD004,gru,mse,30,0.0,"hid64,layers3,p0.3",14.549,,1157.1,15.818,1
FD004,gru,asym,30,0.0,"hid96,layers2,p0.3",14.557,,1028.7,16.227,1
FD004,dlinear,mse,50,0.001,kernel15,14.561,,1061.7,16.089,1
FD004,tcn,asym,50,0.001,"ch96,levels4,p0.2",14.566,,948.3,16.171,1
FD004,tcn,mse,50,0.0,"ch96,levels5,p0.1",14.566,,1099.0,16.696,1
FD004,bilstm,mse,30,0.001,"hid96,layers1,p0.2",14.571,,1062.7,15.779,1
FD004,tcn,mse,50,0.0,"ch64,levels4,p0.1",14.575,,1266.1,16.219,1
FD004,lstm,mse,30,0.0,"hid64,layers1,p0.2",14.579,,1030.9,15.68,1
FD004,lstm,mse,30,0.001,"hid160,layers2,p0.2",14.587,,1030.3,15.331,1
FD004,bilstm,mse,30,0.001,"hid128,layers2,p0.2",14.589,,1107.7,16.012,1
FD004,tcn,mse,50,0.0,"ch96,levels4,p0.2",14.596,,1028.1,16.114,1
FD004,lstm,asym,30,0.0,"hid128,layers1,p0.2",14.6,,982.3,15.99,1
FD004,lstm,mse,30,0.001,"hid96,layers3,p0.2",14.602,,997.8,16.091,1
FD004,tcn,mse,50,0.001,"ch32,levels4,p0.2",14.602,,1248.2,15.719,1
FD004,gru,asym,30,0.0,"hid128,layers1,p0.2",14.605,,1101.4,15.818,1
FD004,lstm,mse,30,0.001,"hid64,layers3,p0.2",14.61,,1035.7,15.913,1
FD004,bilstm,mse,30,0.0,"hid128,layers2,p0.3",14.618,,1039.2,15.632,1
FD004,lstm,asym,30,0.0,"hid96,layers3,p0.3",14.618,,876.3,16.188,1
FD004,bilstm,mse,30,0.001,"hid128,layers2,p0.3",14.627,,981.3,16.127,1
FD004,lstm,mse,30,0.001,"hid128,layers2,p0.3",14.634,,1004.8,15.619,1
FD004,lstm,mse,30,0.001,"hid64,layers3,p0.3",14.635,,924.4,15.876,1
FD004,tcn,asym,50,0.0,"ch64,levels5,p0.1",14.658,,1119.5,16.173,1
FD004,lstm,mse,30,0.0,"hid64,layers2,p0.3",14.66,,1001.1,15.958,1
FD004,lstm,asym,30,0.0,"hid160,layers1,p0.2",14.669,,1064.4,15.841,1
FD004,cnnlstm,mse,30,0.0,"ch64,hid96,p0.2",14.686,,1020.7,16.559,1
FD004,lstm,asym,30,0.001,"hid160,layers3,p0.3",14.696,,1032.2,16.323,1
FD004,gru,mse,30,0.001,"hid128,layers3,p0.3",14.701,,1071.0,16.075,1
FD004,tcn,mse,50,0.001,"ch32,levels6,p0.1",14.701,,1236.4,16.123,1
FD004,gru,mse,30,0.001,"hid96,layers3,p0.2",14.718,,1225.7,16.359,1
FD004,lstm,mse,30,0.001,"hid160,layers3,p0.3",14.72,,1047.3,15.516,1
FD004,bilstm,mse,30,0.0,"hid64,layers1,p0.2",14.722,,1008.8,15.778,1
FD004,tcn,asym,50,0.0,"ch32,levels4,p0.2",14.729,,995.4,16.176,1
FD004,cnnlstm,asym,50,0.0,"ch64,hid96,p0.2",14.733,,1162.6,15.831,1
FD004,cnnlstm,asym,50,0.001,"ch64,hid96,p0.2",14.746,,960.8,15.706,1
FD004,bilstm,asym,30,0.001,"hid64,layers2,p0.2",14.748,,1049.6,15.915,1
FD004,tcn,mse,50,0.0,"ch64,levels4,p0.2",14.759,,1351.7,16.113,1
FD004,lstm,mse,50,0.001,"hid64,layers2,p0.2",14.774,,1035.8,15.433,1
FD004,bilstm,asym,30,0.0,"hid96,layers2,p0.3",14.775,,899.7,15.766,1
FD004,gru,mse,30,0.001,"hid96,layers1,p0.3",14.782,,1033.4,16.597,1
FD004,bilstm,asym,30,0.001,"hid96,layers1,p0.3",14.796,,990.8,15.898,1
FD004,cnnlstm,asym,30,0.001,"ch32,hid96,p0.2",14.8,,1051.3,16.129,1
FD004,tcn,mse,50,0.001,"ch64,levels6,p0.2",14.81,,1577.1,16.198,1
FD004,bilstm,asym,30,0.0,"hid64,layers1,p0.3",14.823,,956.1,16.186,1
FD004,dlinear,mse,50,0.001,kernel35,14.848,,1162.5,16.458,1
FD004,lstm,asym,30,0.0,"hid64,layers1,p0.2",14.848,,1082.4,16.26,1
FD004,cnnlstm,mse,50,0.0,"ch64,hid64,p0.3",14.854,,1153.4,16.573,1
FD004,cnnlstm,asym,30,0.0,"ch32,hid64,p0.2",14.856,,961.8,16.226,1
FD004,cnnlstm,asym,30,0.001,"ch32,hid128,p0.3",14.877,,1117.5,16.026,1
FD004,bilstm,asym,30,0.0,"hid64,layers1,p0.2",14.899,,1000.8,16.135,1
FD004,cnnlstm,asym,30,0.001,"ch64,hid128,p0.3",14.912,,1005.3,15.929,1
FD004,dlinear,mse,50,0.0,kernel25,14.936,,1029.6,20.348,1
FD004,cnnlstm,mse,30,0.0,"ch32,hid96,p0.3",14.939,,1159.3,16.335,1
FD004,lstm,asym,30,0.0,"hid128,layers3,p0.3",14.983,,957.9,16.024,1
FD004,tcn,mse,30,0.001,"ch64,levels4,p0.1",14.986,,948.9,16.529,1
FD004,cnnlstm,asym,30,0.001,"ch32,hid64,p0.2",14.997,,1039.1,16.25,1
FD004,cnnlstm,mse,30,0.001,"ch32,hid96,p0.2",15.0,,1269.9,16.253,1
FD004,tcn,asym,50,0.001,"ch96,levels6,p0.2",15.01,,1070.4,15.716,1
FD004,tcn,mse,50,0.001,"ch96,levels4,p0.1",15.018,,1039.4,16.104,1
FD004,cnnlstm,asym,30,0.0,"ch32,hid128,p0.2",15.023,,1001.3,15.977,1
FD004,gru,asym,30,0.001,"hid64,layers3,p0.3",15.024,,1084.0,16.229,1
FD004,tcn,asym,50,0.0,"ch32,levels4,p0.1",15.033,,1179.9,16.421,1
FD004,bilstm,asym,30,0.001,"hid128,layers2,p0.3",15.055,,1037.4,15.897,1
FD004,tcn,asym,50,0.001,"ch64,levels4,p0.2",15.063,,1512.1,15.962,1
FD004,cnnlstm,mse,30,0.0,"ch32,hid128,p0.3",15.071,,1206.0,16.066,1
FD004,gru,asym,30,0.001,"hid96,layers1,p0.2",15.088,,1018.5,15.895,1
FD004,dlinear,mse,50,0.0,kernel35,15.091,,1091.4,18.484,1
FD004,tcn,mse,50,0.001,"ch32,levels5,p0.1",15.107,,1542.6,15.809,1
FD004,lstm,asym,30,0.0,"hid64,layers1,p0.3",15.108,,1067.1,16.147,1
FD004,cnnlstm,mse,30,0.001,"ch32,hid128,p0.3",15.144,,1279.3,16.541,1
FD004,cnnlstm,mse,30,0.0,"ch64,hid64,p0.2",15.168,,1115.8,16.975,1
FD004,cnnlstm,mse,30,0.001,"ch32,hid128,p0.2",15.173,,1269.6,16.132,1
FD004,cnnlstm,mse,30,0.001,"ch64,hid128,p0.3",15.184,,1238.7,15.444,1
FD004,cnnlstm,asym,30,0.0,"ch64,hid128,p0.2",15.185,,1009.3,16.273,1
FD004,gru,asym,30,0.001,"hid128,layers1,p0.2",15.237,,1127.3,16.287,1
FD004,cnnlstm,mse,30,0.001,"ch64,hid64,p0.3",15.239,,1188.0,16.268,1
FD004,gru,asym,30,0.0,"hid128,layers1,p0.3",15.272,,1080.0,16.275,1
FD004,tcn,asym,30,0.0,"ch32,levels6,p0.1",15.295,,949.6,16.72,1
FD004,cnnlstm,mse,30,0.001,"ch64,hid128,p0.2",15.304,,1294.4,16.217,1
FD004,cnnlstm,asym,30,0.0,"ch64,hid96,p0.3",15.308,,1053.0,16.265,1
FD004,tcn,mse,50,0.001,"ch96,levels4,p0.2",15.323,,1007.7,15.935,1
FD004,gru,mse,30,0.0,"hid96,layers1,p0.2",15.34,,1321.8,16.719,1
FD004,tcn,asym,30,0.0,"ch64,levels6,p0.2",15.341,,1123.3,16.764,1
FD004,cnnlstm,asym,30,0.001,"ch64,hid64,p0.2",15.398,,1150.6,16.965,1
FD004,bilstm,mse,30,0.0,"hid128,layers1,p0.3",15.404,,1057.0,16.006,1
FD004,cnnlstm,asym,50,0.001,"ch64,hid64,p0.3",15.426,,1264.6,15.621,1
FD004,tcn,mse,30,0.001,"ch96,levels6,p0.1",15.438,,1036.0,17.153,1
FD004,tcn,asym,30,0.001,"ch64,levels4,p0.2",15.473,,1394.6,16.264,1
FD004,tcn,asym,50,0.0,"ch96,levels4,p0.1",15.481,,1155.3,16.119,1
FD004,lstm,asym,30,0.0,"hid160,layers2,p0.3",15.493,,1047.7,17.066,1
FD004,tcn,mse,30,0.0,"ch64,levels6,p0.1",15.495,,1177.6,16.417,1
FD004,bilstm,asym,30,0.001,"hid96,layers2,p0.2",15.507,,1199.6,15.697,1
FD004,cnnlstm,mse,30,0.0,"ch64,hid96,p0.3",15.526,,1094.1,16.102,1
FD004,cnnlstm,asym,30,0.001,"ch64,hid96,p0.2",15.543,,1390.3,16.153,1
FD004,tcn,asym,50,0.001,"ch96,levels5,p0.1",15.548,,1460.7,16.061,1
FD004,tcn,asym,30,0.0,"ch64,levels5,p0.1",15.567,,1135.5,16.546,1
FD004,tcn,asym,30,0.0,"ch96,levels6,p0.1",15.581,,1463.3,16.77,1
FD004,cnnlstm,mse,30,0.001,"ch64,hid96,p0.2",15.602,,1204.3,15.921,1
FD004,dlinear,mse,30,0.001,kernel25,15.63,,1094.6,16.832,1
FD004,cnnlstm,mse,50,0.001,"ch64,hid64,p0.2",15.648,,1813.2,15.785,1
FD004,cnn,mse,50,0.0,"ch128,k7,poolmax,p0.3",15.659,,993.0,17.092,1
FD004,tcn,mse,30,0.0,"ch32,levels5,p0.2",15.671,,1297.8,16.689,1
FD004,tcn,mse,30,0.001,"ch32,levels5,p0.1",15.699,,1300.6,16.501,1
FD004,tcn,asym,30,0.0,"ch32,levels4,p0.2",15.712,,1273.1,16.454,1
FD004,cnnlstm,asym,50,0.0,"ch64,hid64,p0.2",15.714,,1475.5,16.47,1
FD004,tcn,asym,30,0.001,"ch32,levels6,p0.1",15.72,,1295.1,16.721,1
FD004,cnnlstm,asym,30,0.001,"ch64,hid96,p0.3",15.731,,1259.6,16.377,1
FD004,tcn,mse,50,0.001,"ch64,levels3,p0.2",15.742,,1054.8,16.664,1
FD004,tcn,mse,30,0.0,"ch96,levels5,p0.1",15.744,,1263.1,17.262,1
FD004,tcn,asym,30,0.001,"ch96,levels6,p0.2",15.764,,1277.1,16.921,1
FD004,tcn,mse,30,0.0,"ch64,levels5,p0.1",15.767,,1437.6,16.429,1
FD004,tcn,mse,30,0.0,"ch32,levels4,p0.2",15.777,,1480.7,16.831,1
FD004,tcn,mse,30,0.001,"ch32,levels4,p0.1",15.785,,1640.1,16.479,1
FD004,tcn,mse,30,0.001,"ch32,levels6,p0.2",15.79,,1324.1,17.028,1
FD004,tcn,asym,30,0.001,"ch32,levels3,p0.1",15.841,,1716.8,16.671,1
FD004,tcn,asym,30,0.0,"ch96,levels4,p0.1",15.849,,1344.1,16.707,1
FD004,tcn,mse,50,0.0,"ch64,levels3,p0.1",15.865,,1239.0,17.141,1
FD004,tcn,asym,30,0.0,"ch96,levels5,p0.2",15.866,,1318.3,16.997,1
FD004,tcn,mse,30,0.001,"ch64,levels5,p0.2",15.871,,1208.9,16.53,1
FD004,cnnlstm,asym,30,0.0,"ch32,hid64,p0.3",15.877,,1198.7,16.813,1
FD004,tcn,mse,30,0.0,"ch96,levels4,p0.1",15.885,,1386.9,16.615,1
FD004,tcn,asym,30,0.0,"ch32,levels5,p0.1",15.89,,1297.9,16.817,1
FD004,tcn,asym,30,0.001,"ch96,levels4,p0.1",15.903,,1142.1,16.443,1
FD004,tcn,mse,30,0.001,"ch96,levels6,p0.2",15.905,,1764.4,16.533,1
FD004,tcn,asym,30,0.001,"ch32,levels5,p0.2",15.909,,1011.5,16.843,1
FD004,tcn,asym,30,0.001,"ch32,levels4,p0.1",15.911,,1355.3,16.822,1
FD004,tcn,mse,30,0.0,"ch32,levels3,p0.1",15.943,,1612.5,16.83,1
FD004,tcn,mse,50,0.001,"ch32,levels3,p0.1",15.947,,1166.8,16.81,1
FD004,tcn,asym,30,0.001,"ch96,levels5,p0.1",15.963,,1157.0,17.231,1
FD004,tcn,mse,30,0.0,"ch96,levels6,p0.2",15.967,,1554.0,17.108,1
FD004,cnn,mse,50,0.0,"ch128,k7,poolmax,p0.2",15.981,,1280.9,16.466,1
FD004,tcn,mse,50,0.0,"ch96,levels3,p0.2",15.983,,1404.9,17.619,1
FD004,cnn,asym,50,0.0,"ch128,k7,poolmax,p0.3",15.993,,1094.6,16.557,1
FD004,tcn,asym,30,0.001,"ch32,levels4,p0.2",15.995,,1176.9,16.719,1
FD004,tcn,asym,30,0.001,"ch64,levels6,p0.1",15.996,,1149.8,16.862,1
FD004,tcn,mse,30,0.0,"ch64,levels4,p0.2",16.014,,1908.2,16.897,1
FD004,lstm,mse,30,0.001,"hid160,layers1,p0.3",16.022,,1065.2,16.939,1
FD004,dlinear,mse,30,0.001,kernel35,16.024,,1221.0,16.548,1
FD004,cnnlstm,mse,30,0.0,"ch32,hid64,p0.2",16.031,,1383.5,16.663,1
FD004,tcn,asym,30,0.001,"ch64,levels3,p0.1",16.035,,1273.3,16.661,1
FD004,tcn,asym,30,0.0,"ch96,levels3,p0.1",16.039,,1291.3,16.996,1
FD004,tcn,asym,30,0.0,"ch64,levels4,p0.1",16.061,,1282.2,16.729,1
FD004,tcn,asym,50,0.001,"ch64,levels3,p0.1",16.076,,1594.6,16.842,1
FD004,tcn,mse,30,0.001,"ch64,levels4,p0.2",16.1,,1250.5,16.281,1
FD004,tcn,asym,30,0.0,"ch64,levels3,p0.2",16.107,,1229.4,16.583,1
FD004,tcn,asym,30,0.001,"ch96,levels3,p0.2",16.128,,1103.0,16.919,1
FD004,tcn,asym,30,0.001,"ch64,levels5,p0.1",16.148,,1422.8,17.354,1
FD004,tcn,mse,30,0.001,"ch32,levels3,p0.2",16.15,,1611.3,16.531,1
FD004,tcn,asym,50,0.0,"ch96,levels3,p0.2",16.156,,1706.2,17.073,1
FD004,tcn,asym,30,0.0,"ch32,levels3,p0.1",16.164,,1348.9,16.47,1
FD004,tcn,asym,30,0.001,"ch64,levels6,p0.2",16.172,,1523.5,16.752,1
FD004,tcn,mse,30,0.0,"ch64,levels3,p0.1",16.196,,1430.6,16.913,1
FD004,tcn,mse,30,0.0,"ch64,levels3,p0.2",16.197,,1708.4,16.256,1
FD004,cnn,mse,50,0.0,"ch64,k7,poolmax,p0.2",16.198,,1139.0,16.841,1
FD004,tcn,mse,30,0.001,"ch96,levels4,p0.2",16.203,,1373.6,16.777,1
FD004,tcn,mse,30,0.0,"ch96,levels3,p0.2",16.235,,1386.3,16.979,1
FD004,tcn,asym,50,0.0,"ch32,levels3,p0.1",16.248,,1270.8,17.183,1
FD004,tcn,mse,50,0.001,"ch32,levels3,p0.2",16.254,,1422.3,17.482,1
FD004,tcn,mse,30,0.001,"ch96,levels3,p0.2",16.257,,1504.5,16.632,1
FD004,tcn,mse,30,0.0,"ch32,levels4,p0.1",16.272,,2265.3,16.893,1
FD004,tcn,asym,30,0.0,"ch32,levels6,p0.2",16.368,,1501.7,16.951,1
FD004,tcn,mse,30,0.001,"ch64,levels6,p0.1",16.381,,1736.4,16.691,1
FD004,tcn,mse,30,0.001,"ch64,levels3,p0.1",16.464,,1195.4,16.838,1
FD004,tcn,mse,30,0.0,"ch32,levels6,p0.1",16.469,,1674.9,17.069,1
FD004,tcn,asym,30,0.0,"ch96,levels4,p0.2",16.501,,2122.3,16.477,1
FD004,cnn,asym,50,0.0,"ch64,k7,poolmax,p0.3",16.516,,1189.4,16.948,1
FD004,cnnlstm,asym,30,0.0,"ch64,hid64,p0.2",16.525,,1959.4,16.851,1
FD004,cnnlstm,asym,30,0.0,"ch64,hid64,p0.3",16.544,,1184.1,16.93,1
FD004,cnn,asym,50,0.0,"ch128,k7,poolmax,p0.2",16.559,,1288.5,17.595,1
FD004,tcn,asym,50,0.0,"ch64,levels3,p0.1",16.564,,1442.0,16.891,1
FD004,tcn,asym,30,0.001,"ch96,levels5,p0.2",16.606,,1424.8,16.869,1
FD004,tcn,mse,50,0.0,"ch32,levels3,p0.2",16.621,,1501.9,16.883,1
FD004,gru,asym,30,0.0,"hid96,layers1,p0.2",16.63,,1518.1,17.316,1
FD004,tcn,mse,30,0.001,"ch96,levels5,p0.1",16.634,,1690.4,16.868,1
FD004,tcn,mse,30,0.001,"ch32,levels5,p0.2",16.65,,1678.8,16.838,1
FD004,tcn,mse,50,0.0,"ch96,levels3,p0.1",16.679,,1512.6,17.081,1
FD004,tcn,asym,50,0.0,"ch64,levels3,p0.2",16.688,,1532.8,16.91,1
FD004,tcn,mse,30,0.0,"ch96,levels5,p0.2",16.696,,2035.5,16.77,1
